Date	Time	Severity	PID	TID	Function	Message
30-06-2025	22:04:50.489	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:04:50.493	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:04:50.496	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:04:56.330	 INFO	 34728	 32268	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:04:56.337	 INFO	 34728	 32268	DllMain	"PROCESS ATTACHED"
30-06-2025	22:04:56.341	 INFO	 34728	  5144	LateInitialization	"Intialization..."
30-06-2025	22:04:56.343	 INFO	 34728	  5144	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:04:56.348	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:04:56.355	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:04:56.357	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:04:56.361	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:04:56.365	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:04:56.368	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:04:56.371	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:04:56.374	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:04:56.380	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:04:56.383	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:04:56.386	 INFO	 34728	  5144	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:04:57.819	 INFO	  1216	 26688	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:04:57.828	 INFO	  1216	 26688	DllMain	"PROCESS ATTACHED"
30-06-2025	22:04:57.832	 INFO	  1216	 22620	LateInitialization	"Intialization..."
30-06-2025	22:04:57.835	 INFO	  1216	 22620	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:04:57.838	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:04:57.843	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:04:57.846	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:04:57.848	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:04:57.850	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:04:57.852	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:04:57.855	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:04:57.856	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:04:57.858	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:04:57.861	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:04:57.862	 INFO	  1216	 22620	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:04:57.983	 INFO	 32748	 22240	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:04:57.989	 INFO	 32748	 22240	DllMain	"PROCESS ATTACHED"
30-06-2025	22:04:57.992	 INFO	 32748	 20144	LateInitialization	"Intialization..."
30-06-2025	22:04:57.994	 INFO	 32748	 20144	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:04:57.999	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:04:58.001	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:04:58.007	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:04:58.010	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:04:58.016	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:04:58.018	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:04:58.022	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:04:58.024	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:04:58.026	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:04:58.030	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:04:58.032	 INFO	 32748	 20144	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:05:13.722	 INFO	  2080	 31604	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:05:13.728	 INFO	  2080	 31604	DllMain	"PROCESS ATTACHED"
30-06-2025	22:05:13.730	 INFO	  2080	 18564	LateInitialization	"Intialization..."
30-06-2025	22:05:13.732	 INFO	  2080	 18564	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:05:13.735	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY1"
